,NPGA/90,G/90,G,G+A/90,Pens,player,NPG/90,minutes,A,season,NPG,NPGA
32596,0.22,0.17,3,0.22,0,David White,0.17,1628,1,1994-1995,3,4
32597,0,0,0,0,0,Devon White,0,90,0,1994-1995,0,0
32598,0.15,0.07,2,0.15,0,Mike Whitlow,0.07,2409,2,1994-1995,2,4
32599,,0.45,2,,,Guy Whittingham,,396,,1994-1995,2,2
32600,,0.54,9,,,Guy Whittingham,,1505,,1994-1995,9,9
32601,0,0,0,0,0,Tommy Widdrington,0,1991,0,1994-1995,0,0
32602,0.35,0.2,5,0.35,0,Jason Wilcox,0.2,2299,4,1994-1995,5,9
32603,0.13,0.03,1,0.13,0,Geraint Williams,0.03,3355,4,1994-1995,1,5
32604,0,0,0,0,0,John Williams,0,205,0,1994-1995,0,0
32605,0.12,0.12,1,0.12,0,Mike Williams,0.12,779,0,1994-1995,1,1
32606,0,0,0,0,0,Paul Williams,0,253,0,1994-1995,0,0
32607,0,0,0,0,0,Danny Williamson,0,360,0,1994-1995,0,0
32608,0.07,0.07,2,0.07,0,Adam Willis,0.07,2562,0,1994-1995,2,2
32609,0,0,0,0,0,Rhys Wilmot,0,486,0,1994-1995,0,0
32610,0.17,0.06,2,0.17,0,Clive Wilson,0.06,3101,4,1994-1995,2,6
32611,0.08,0,0,0.08,0,Nigel Winterburn,0,3437,3,1994-1995,0,3
32612,0.62,0.34,6,0.67,1,Dennis Wise,0.28,1601,6,1994-1995,5,11
32613,0,0,0,0,0,Richard Witschge,0,90,0,1994-1995,0,0
32614,0.23,0.14,5,0.23,0,Ian Woan,0.14,3131,3,1994-1995,5,8
32615,0,0,0,0,0,Chris Woods,0,733,0,1994-1995,0,0
32616,0.14,0.05,1,0.14,0,Nigel Worthington,0.05,1956,2,1994-1995,1,3
32617,0,0,0,0,0,Alan Wright,0,1072,0,1994-1995,0,0
32618,0.65,0.61,18,0.75,3,Ian Wright,0.51,2645,4,1994-1995,15,19
32619,0,0,0,0,0,Johnny Wright,0,40,0,1994-1995,0,0
32620,0,0,0,0,0,Richard Wright,0,270,0,1994-1995,0,0
32621,0.07,0.02,1,0.07,0,Frank Yallop,0.02,3659,2,1994-1995,1,3
32622,0.14,0.05,1,0.14,0,Steve Yates,0.05,1957,2,1994-1995,1,3
32623,0.94,0.75,12,0.94,0,Tony Yeboah,0.75,1437,3,1994-1995,12,15
32624,0.33,0.18,6,0.33,0,Dwight Yorke,0.18,2963,5,1994-1995,6,11
32625,0,0,0,0,0,Eric Young,0,1048,0,1994-1995,0,0
32626,0,0,0,0,0,Richard Smith,0,916,0,1994-1995,0,0
32627,0.09,0,0,0.09,0,Gary Ablett,0,1017,1,1995-1996,0,1
32628,0.05,0.05,1,0.05,0,Tony Adams,0.05,1890,0,1995-1996,1,1
32629,0.38,0.23,6,0.38,0,Jan Åge Fjørtoft,0.23,2341,4,1995-1996,6,10
32630,0,0,0,0,0,Sam Aiston,0,74,0,1995-1996,0,0
32631,0.25,0.2,4,0.25,0,Philippe Albert,0.2,1804,1,1995-1996,4,5
32632,0.23,0.23,1,0.23,0,Bradley Allen,0.23,386,0,1995-1996,1,1
32633,2.07,1.03,1,2.07,0,Malcolm Allen,1.03,87,1,1995-1996,1,2
32634,0.25,0.25,1,0.25,0,Martin Allen,0.25,360,0,1995-1996,1,1
32635,0.52,0.31,6,0.52,0,Daniel Amokachi,0.31,1745,4,1995-1996,6,10
32636,0.49,0.33,2,0.49,0,Darren Anderton,0.33,549,1,1995-1996,2,3
32637,0.25,0,0,0.25,0,Neal Ardley,0,365,1,1995-1996,0,1
32638,0.61,0.43,15,0.61,0,Chris Armstrong,0.43,3105,6,1995-1996,15,21
32639,0.73,0.28,3,0.73,0,Faustino Asprilla,0.28,980,5,1995-1996,3,8
32640,0,0,0,0,0,Peter Atherton,0,3240,0,1995-1996,0,0
32641,0,0,0,0,0,Mark Atkins,0,45,0,1995-1996,0,0
32642,0.04,0,0,0.04,0,Dean Austin,0,2520,1,1995-1996,0,1
32643,0,0,0,0,0,Phil Babb,0,2502,0,1995-1996,0,0
32644,0.07,0,0,0.07,0,David Bardsley,0,2472,2,1995-1996,0,2
32645,0.21,0.15,5,0.21,0,Simon Barker,0.15,2944,2,1995-1996,5,7
32646,0,0,0,0,0,Stuart Barlow,0,56,0,1995-1996,0,0
32647,0.44,0.22,7,0.44,0,Nick Barmby,0.22,2880,7,1995-1996,7,14
32648,0.31,0.09,3,0.31,0,John Barnes,0.09,3173,8,1995-1996,3,11
32649,0,0,0,0,0,Jamie Barnwell-Edinboro,0,72,0,1995-1996,0,0
32650,0,0,0,0,0,Earl Barrett,0,720,0,1995-1996,0,0
32651,0.09,0,0,0.09,0,Chris Bart-Williams,0,2880,3,1995-1996,0,3
32652,0.14,0,0,0.14,0,Warren Barton,0,2610,4,1995-1996,0,4
32653,0.09,0.06,2,0.09,0,David Batty,0.06,3015,1,1995-1996,2,3
32654,0,0,0,0,0,Peter Beagrie,0,356,0,1995-1996,0,0
32655,0.48,0.26,8,0.55,2,Peter Beardsley,0.19,2784,9,1995-1996,6,15
32656,0,0,0,0,0,Dave Beasant,0,3240,0,1995-1996,0,0
32657,0.46,0.25,7,0.46,0,David Beckham,0.25,2518,6,1995-1996,7,13
32658,0,0,0,0,0,Mark Beeney,0,878,0,1995-1996,0,0
32659,0,0,0,0,0,Paul Beesley,0,726,0,1995-1996,0,0
32660,0,0,0,0,0,Francis Benali,0,2501,0,1995-1996,0,0
32661,0,0,0,0,0,Frankie Bennett,0,445,0,1995-1996,0,0
32662,0.03,0,0,0.03,0,Henning Berg,0,3381,1,1995-1996,0,1
32663,0.55,0.34,11,0.55,0,Dennis Bergkamp,0.34,2925,7,1995-1996,11,18
32664,0.15,0.12,4,0.15,0,Guðni Bergsson,0.12,3015,1,1995-1996,4,5
32665,0,0,0,0,0,Slaven Bilić,0,1149,0,1995-1996,0,0
32666,0.18,0.03,1,0.18,0,Ian Bishop,0.03,3015,5,1995-1996,1,6
32667,0,0,0,0,0,Kingsley Black,0,95,0,1995-1996,0,0
32668,0,0,0,0,0,Clayton Blackmore,0,382,0,1995-1996,0,0
32669,0,0,0,0,0,Dean Blackwell,0,720,0,1995-1996,0,0
32670,0.15,0.07,1,0.15,0,Nathan Blake,0.07,1206,1,1995-1996,1,2
32671,0.25,0.25,2,0.25,0,Regi Blinker,0.25,728,0,1995-1996,2,2
32672,0,0,0,0,0,Gary Blissett,0,29,0,1995-1996,0,0
32673,0,0,0,0,0,Jason Blunt,0,180,0,1995-1996,0,0
32674,0.22,0.18,4,0.22,0,Lars Bohinen,0.18,2042,1,1995-1996,4,5
32675,0,0,0,0,0,Willie Boland,0,265,0,1995-1996,0,0
32676,0,0,0,0,0,Marco Boogers,0,100,0,1995-1996,0,0
32677,0,0,0,0,0,Brian Borrows,0,1839,0,1995-1996,0,0
32678,0,0,0,0,0,Mark Bosnich,0,3386,0,1995-1996,0,0
32679,0.11,0,0,0.11,0,Steve Bould,0,1677,2,1995-1996,0,2
32680,0,0,0,0,0,Rob Bowman,0,98,0,1995-1996,0,0
32681,0,0,0,0,0,Keith Branagan,0,2790,0,1995-1996,0,0
32682,0,0,0,0,0,Michael Branch,0,108,0,1995-1996,0,0
32683,0,0,0,0,0,Branco,0,422,0,1995-1996,0,0
32684,0,0,0,0,0,Matt Brazier,0,453,0,1995-1996,0,0
32685,0,0,0,0,0,Tim Breacker,0,1808,0,1995-1996,0,0
32686,0.08,0.04,1,0.08,0,Rufus Brevett,0.04,2320,1,1995-1996,1,2
32687,0.55,0.43,7,0.55,0,Mark Bright,0.43,1467,2,1995-1996,7,9
32688,0,0,0,0,0,Ian Brightwell,0,2323,0,1995-1996,0,0
32689,0.15,0,0,0.15,0,Lee Briscoe,0,1859,3,1995-1996,0,3
32690,0.44,0.19,3,0.44,0,Tomas Brolin,0.19,1442,4,1995-1996,3,7
32691,0,0,0,0,0,Kenny Brown,0,270,0,1995-1996,0,0
32692,0,0,0,0,0,Michael Brown,0,1474,0,1995-1996,0,0
32693,0,0,0,0,0,Paul Browne,0,180,0,1995-1996,0,0
32694,0.04,0.04,1,0.04,0,Steve Bruce,0.04,2508,0,1995-1996,1,1
32695,0,0,0,0,0,Craig Burley,0,1553,0,1995-1996,0,0
32696,0,0,0,0,0,David Burrows,0,743,0,1995-1996,0,0
32697,0.13,0.13,2,0.13,0,David Busst,0.13,1405,0,1995-1996,2,2
32698,0.17,0.07,2,0.17,0,Nicky Butt,0.07,2649,3,1995-1996,2,5
32699,0,0,0,0,0,Colin Calderwood,0,2275,0,1995-1996,0,0
32700,0,0,0,0,0,Andy Campbell,0,98,0,1995-1996,0,0
32701,0.25,0.15,3,0.25,0,Kevin Campbell,0.15,1795,2,1995-1996,3,5
32702,0.14,0.03,1,0.14,0,Sol Campbell,0.03,2624,3,1995-1996,1,4
32703,0.7,0.47,14,0.84,4,Eric Cantona,0.34,2682,11,1995-1996,10,21
32704,0.33,0,0,0.33,0,Darren Caskey,0,270,1,1995-1996,0,1
32705,0.42,0.42,1,0.42,0,Stewart Castledine,0.42,215,0,1995-1996,1,1
32706,0,0,0,0,0,Trevor Challis,0,938,0,1995-1996,0,0
32707,0.6,0,0,0.6,0,Lee Chapman,0,151,1,1995-1996,0,1
32708,0.19,0.03,1,0.19,0,Gary Charles,0.03,2909,5,1995-1996,1,6
32709,0,0,0,0,0,Lee Charles,0,107,0,1995-1996,0,0
32710,0,0,0,0,0,Simon Charlton,0,2090,0,1995-1996,0,0
32711,0.03,0,0,0.03,0,Steve Chettle,0,3306,1,1995-1996,0,1
32712,0,0,0,0,0,Iyseden Christie,0,27,0,1995-1996,0,0
32713,0.09,0.09,2,0.09,0,Lee Clark,0.09,2081,0,1995-1996,2,2
32714,0,0,0,0,0,Adrian Clarke,0,359,0,1995-1996,0,0
32715,0.52,0.52,2,0.52,0,Andy Clarke,0.52,343,0,1995-1996,2,2
32716,0,0,0,0,0,Steve Clarke,0,1935,0,1995-1996,0,0
32717,0.25,0.12,2,0.25,0,Nigel Clough,0.12,1442,2,1995-1996,2,4
32718,0.56,0.36,11,0.56,0,Andy Cole,0.36,2731,6,1995-1996,11,17
32719,0,0,0,0,0,Chris Coleman,0,1746,0,1995-1996,0,0
32720,0.08,0.08,1,0.08,0,Simon Coleman,0.08,1075,0,1995-1996,1,1
32721,0.81,0.49,14,0.81,0,Stan Collymore,0.49,2567,9,1995-1996,14,23
32722,0.56,0,0,0.56,0,Paul Cook,0,162,1,1995-1996,0,1
32723,0.76,0,0,0.76,0,Terry Cooke,0,118,1,1995-1996,0,1
32724,0.17,0.14,5,0.17,0,Colin Cooper,0.14,3186,1,1995-1996,5,6
32725,0.42,0.35,10,0.42,0,Tony Cottee,0.35,2598,2,1995-1996,10,12
32726,0,0,0,0,0,Andy Couzens,0,779,0,1995-1996,0,0
32727,0.06,0.06,2,0.06,0,Neil Cox,0.06,3150,0,1995-1996,2,2
32728,0.9,0,0,0.9,0,Owen Coyle,0,199,2,1995-1996,0,2
32729,0.36,0.36,3,0.36,0,Gerry Creaney,0.36,748,0,1995-1996,3,3
32730,0,0,0,0,0,Mark Crossley,0,3420,0,1995-1996,0,0
32731,0.03,0,0,0.03,0,Kenny Cunningham,0,2857,1,1995-1996,0,1
32732,0.44,0.15,4,0.44,0,Saša Ćurčić,0.15,2431,8,1995-1996,4,12
32733,0,0,0,0,0,Keith Curle,0,2880,0,1995-1996,0,0
32734,0.09,0.09,1,0.09,0,Liam Daish,0.09,990,0,1995-1996,1,1
32735,1.15,0.58,2,1.15,0,Dani,0.58,312,2,1995-1996,2,4
32736,0,0,0,0,0,Simon Davies,0,169,0,1995-1996,0,0
32737,0,0,0,0,0,Neil Davis,0,73,0,1995-1996,0,0
32738,0,0,0,0,0,Aidan Davison,0,180,0,1995-1996,0,0
32739,0.32,0.23,7,0.32,0,Brian Deane,0.23,2790,3,1995-1996,7,10
32740,0.4,0.27,8,0.4,0,Marc Degryse,0.27,2681,4,1995-1996,8,12
32741,0.61,0.44,10,0.61,0,Danny Dichio,0.44,2053,4,1995-1996,10,14
32742,1.1,0.37,1,1.1,0,Paul Dickov,0.37,246,2,1995-1996,1,3
32743,0.28,0.31,10,0.43,5,Julian Dicks,0.15,2940,4,1995-1996,5,9
32744,0.11,0.05,2,0.11,0,Lee Dixon,0.05,3330,2,1995-1996,2,4
32745,0.14,0.05,2,0.14,0,Jason Dodd,0.05,3330,3,1995-1996,2,5
32746,0.8,0.8,1,0.8,0,O'Neill Donaldson,0.8,113,0,1995-1996,1,1
32747,0.2,0.07,1,0.2,0,Tony Dorigo,0.07,1344,2,1995-1996,1,3
32748,0.27,0.24,8,0.27,0,Iain Dowie,0.24,2967,1,1995-1996,8,9
32749,0.12,0.12,3,0.12,0,Jason Dozzell,0.12,2196,0,1995-1996,3,3
32750,0.2,0.06,2,0.2,0,Mark Draper,0.06,3143,5,1995-1996,2,7
32751,0.05,0,0,0.05,0,Michael Duberry,0,1895,1,1995-1996,0,1
32752,0.45,0.42,14,0.45,0,Dion Dublin,0.42,2970,1,1995-1996,14,15
32753,0.15,0.15,1,0.15,0,Ilie Dumitrescu,0.15,619,0,1995-1996,1,1
32754,0.38,0.3,11,0.38,0,Robbie Earle,0.3,3291,3,1995-1996,11,14
32755,0.3,0.17,4,0.3,0,John Ebbrell,0.17,2126,3,1995-1996,4,7
32756,0,0,0,0,0,Richard Edghill,0,1040,0,1995-1996,0,0
32757,0,0,0,0,0,Justin Edinburgh,0,1450,0,1995-1996,0,0
32758,0.03,0.03,1,0.03,0,Ugo Ehiogu,0.03,3240,0,1995-1996,1,1
32759,0,0,0,0,0,Ronnie Ekelund,0,200,0,1995-1996,0,0
32760,0.35,0.27,7,0.35,0,Efan Ekoku,0.27,2345,2,1995-1996,7,9
32761,0,0,0,0,0,Gary Elkins,0,688,0,1995-1996,0,0
32762,0,0,0,0,0,Robbie Elliott,0,516,0,1995-1996,0,0
32763,0.39,0.39,2,0.39,0,Jason Euell,0.39,465,0,1995-1996,2,2
32764,0,0,0,0,0,Chris Fairclough,0,2916,0,1995-1996,0,0
32765,0,0,0,0,0,Gareth Farrelly,0,120,0,1995-1996,0,0
32766,0,0,0,0,0,Peter Fear,0,286,0,1995-1996,0,0
32767,1.11,0.83,6,1.11,0,Graham Fenton,0.83,650,2,1995-1996,6,8
32768,0.92,0.72,25,0.92,0,Les Ferdinand,0.72,3122,7,1995-1996,25,32
32769,0.43,0.31,5,0.43,0,Duncan Ferguson,0.31,1463,2,1995-1996,5,7
32770,0,0,0,0,0,John Filan,0,1170,0,1995-1996,0,0
32771,0,0,0,0,0,Neil Finn,0,90,0,1995-1996,0,0
32772,0,0,0,0,0,Scott Fitzgerald,0,243,0,1995-1996,0,0
32773,0.08,0.08,1,0.08,0,Curtis Fleming,0.08,1143,0,1995-1996,1,1
32774,0,0,0,0,0,Garry Flitcroft,0,2229,0,1995-1996,0,0
32775,0,0,0,0,0,Tim Flowers,0,3318,0,1995-1996,0,0
32776,0.1,0,0,0.1,0,Mark Ford,0,862,1,1995-1996,0,1
32777,0,0,0,0,0,John Foster,0,324,0,1995-1996,0,0
32778,0.79,0.76,28,0.82,1,Robbie Fowler,0.74,3306,2,1995-1996,27,29
32779,0.36,0.22,6,0.36,0,Ruel Fox,0.22,2503,4,1995-1996,6,10
32780,0.92,0.46,1,0.92,0,Chris Freestone,0.46,195,1,1995-1996,1,2
32781,0.33,0.27,5,0.33,0,Fabian de Freitas,0.27,1648,1,1995-1996,5,6
32782,0,0,0,0,0,Michael Frontzeck,0,818,0,1995-1996,0,0
32783,0.31,0.19,3,0.31,0,Paul Furlong,0.19,1435,2,1995-1996,3,5
32784,0.22,0.15,2,0.22,0,Kevin Gallacher,0.15,1217,1,1995-1996,2,3
32785,0.46,0.31,8,0.46,0,Kevin Gallen,0.31,2326,4,1995-1996,8,12
32786,0.32,0.23,5,0.32,0,Marcus Gayle,0.23,1997,2,1995-1996,5,7
32787,0.15,0.04,1,0.15,0,Scot Gemmill,0.04,2341,3,1995-1996,1,4
32788,0.9,0.37,11,0.9,0,Ryan Giggs,0.37,2703,16,1995-1996,11,27
32789,0.55,0.17,4,0.55,0,Keith Gillespie,0.17,2123,9,1995-1996,4,13
32790,0.43,0.15,5,0.43,0,David Ginola,0.15,2930,9,1995-1996,5,14
32791,0.69,0.52,6,0.69,0,Jon Goodman,0.52,1047,2,1995-1996,6,8
32792,1.14,1.14,1,1.14,0,Gregory Goodridge,1.14,79,0,1995-1996,1,1
32793,0.36,0.09,1,0.36,0,Tony Grant,0.09,1004,3,1995-1996,1,4
32794,0,0,0,0,0,Andy Gray,0,1093,0,1995-1996,0,0
32795,0.11,0.11,3,0.11,0,Scott Green,0.11,2385,0,1995-1996,3,3
32796,0,0,0,0,0,Bruce Grobbelaar,0,180,0,1995-1996,0,0
32797,0,0,0,0,0,Niklas Gudmundsson,0,110,0,1995-1996,0,0
32798,0,0,0,0,0,Steve Guinan,0,72,0,1995-1996,0,0
32799,0.33,0.1,3,0.33,0,Ruud Gullit,0.1,2736,7,1995-1996,3,10
32800,0,0,0,0,0,Alf-Inge Håland,0,1412,0,1995-1996,0,0
32801,0.2,0.2,1,0.2,0,Gareth Hall,0.2,450,0,1995-1996,1,1
32802,0.04,0,0,0.04,0,Marcus Hall,0,2134,1,1995-1996,0,1
32803,0.03,0.03,1,0.03,0,Richard Hall,0.03,2655,0,1995-1996,1,1
32804,0.28,0.14,2,0.28,0,Mick Harford,0.14,1305,2,1995-1996,2,4
32805,0,0,0,0,0,John Harkes,0,544,0,1995-1996,0,0
32806,0.04,0.04,1,0.04,0,Steve Harkness,0.04,2030,0,1995-1996,1,1
32807,0,0,0,0,0,Ian Harte,0,240,0,1995-1996,0,0
32808,0.26,0.26,4,0.26,0,John Hartson,0.26,1360,0,1995-1996,4,4
32809,0.4,0.2,2,0.4,0,Mark Hateley,0.2,901,2,1995-1996,2,4
32810,0,0,0,0,0,Paul Heald,0,1590,0,1995-1996,0,0
32811,0.14,0.14,2,0.14,0,Neil Heaney,0.14,1296,0,1995-1996,2,2
32812,0.25,0.06,1,0.25,0,Glenn Helder,0.06,1412,3,1995-1996,1,4
32813,0.25,0.12,1,0.25,0,John Hendrie,0.12,720,1,1995-1996,1,2
32814,0,0,0,0,0,Lee Hendrie,0,237,0,1995-1996,0,0
32815,0.03,0.03,1,0.03,0,Colin Hendry,0.03,2930,0,1995-1996,1,1
32816,0.17,0.28,5,0.28,2,Craig Hignett,0.17,1629,0,1995-1996,3,3
32817,0.61,0,0,0.61,0,Scott Hiley,0,293,2,1995-1996,0,2
32818,0,0,0,0,0,David Hillier,0,312,0,1995-1996,0,0
32819,0.21,0.08,2,0.29,2,Andy Hinchcliffe,0,2191,5,1995-1996,0,5
32820,0.55,0.51,13,0.71,4,David Hirst,0.35,2286,5,1995-1996,9,14
32821,0,0,0,0,0,Shaka Hislop,0,2070,0,1995-1996,0,0
32822,0,0,0,0,0,Kevin Hitchcock,0,1080,0,1995-1996,0,0
32823,0.37,0.33,10,0.4,1,Dean Holdsworth,0.3,2691,2,1995-1996,9,11
32824,0.12,0.04,1,0.12,0,Ian Holloway,0.04,2343,2,1995-1996,1,3
32825,2,1,1,2,0,Matty Holmes,1,90,1,1995-1996,1,2
32826,0.08,0.04,1,0.08,0,Barry Horne,0.04,2221,1,1995-1996,1,2
32827,0.11,0.11,1,0.11,0,Marc Hottiger,0.11,821,0,1995-1996,1,1
32828,0.14,0.11,3,0.14,0,David Howells,0.11,2505,1,1995-1996,3,4
32829,0.07,0.04,1,0.07,0,Steve Howey,0.04,2500,1,1995-1996,1,2
32830,0.14,0.14,1,0.14,0,David Hughes,0.14,644,0,1995-1996,1,1
32831,0.43,0.27,8,0.47,1,Mark Hughes,0.23,2699,6,1995-1996,7,13
32832,0.26,0,0,0.26,0,Michael Hughes,0,2466,7,1995-1996,0,7
32833,0.81,0,0,0.81,0,Ritchie Humphreys,0,111,1,1995-1996,0,1
32834,0.25,0.25,2,0.25,0,Don Hutchison,0.25,720,0,1995-1996,2,2
32835,0.13,0.06,1,0.13,0,Graham Hyde,0.06,1432,1,1995-1996,1,2
32836,0,0,0,0,0,Eike Immel,0,3420,0,1995-1996,0,0
32837,0.22,0.11,3,0.22,0,Andy Impey,0.11,2500,3,1995-1996,3,6
32838,0,0,0,0,0,Stig Inge Bjørnebye,0,180,0,1995-1996,0,0
32839,0,0,0,0,0,Klas Ingesson,0,321,0,1995-1996,0,0
32840,0.2,0.03,1,0.2,0,Denis Irwin,0.03,2735,5,1995-1996,1,6
32841,0.33,0.22,2,0.33,0,Isaías,0.22,818,1,1995-1996,2,3
32842,0.07,0,0,0.07,0,Matt Jackson,0,1225,1,1995-1996,0,1
32843,0,0,0,0,0,David James,0,3420,0,1995-1996,0,0
32844,0.24,0,0,0.24,0,John Jensen,0,1141,3,1995-1996,0,3
32845,0.1,0.1,1,0.1,0,Eoin Jess,0.1,885,0,1995-1996,1,1
32846,0.18,0.18,1,0.18,0,Julian Joachim,0.18,500,0,1995-1996,1,1
32847,0.09,0.09,1,0.09,0,Richard Jobson,0.09,990,0,1995-1996,1,1
32848,0,0,0,0,0,Erland Johnsen,0,1669,0,1995-1996,0,0
32849,0.37,0.26,5,0.37,0,Tommy Johnson,0.26,1699,2,1995-1996,5,7
32850,0.17,0,0,0.17,0,Rob Jones,0,2704,5,1995-1996,0,5
32851,0.33,0.11,3,0.37,1,Vinnie Jones,0.07,2435,7,1995-1996,2,9
32852,0.81,0.52,16,0.81,0,Andrei Kanchelskis,0.52,2785,9,1995-1996,16,25
32853,0,0.18,1,0.18,1,Graham Kavanagh,0,499,0,1995-1996,0,0
32854,0.37,0.37,1,0.37,0,Mikheil Kavelashvili,0.37,244,0,1995-1996,1,1
32855,0.22,0.22,6,0.22,0,Roy Keane,0.22,2465,0,1995-1996,6,6
32856,0.15,0,0,0.15,0,Gary Kelly,0,2955,5,1995-1996,0,5
32857,0.07,0,0,0.07,0,Jeff Kenna,0,2769,2,1995-1996,0,2
32858,0,0,0,0,0,Mark Kennedy,0,183,0,1995-1996,0,0
32859,0,0,0,0,0,Martin Keown,0,2981,0,1995-1996,0,0
32860,0,0,0,0,0,Alan Kernaghan,0,399,0,1995-1996,0,0
32861,0,0,0,0,0,David Kerr,0,13,0,1995-1996,0,0
32862,0,0,0,0,0,David Kerslake,0,170,0,1995-1996,0,0
32863,0,0,0,0,0,Harry Kewell,0,168,0,1995-1996,0,0
32864,0,0,0,0,0,Dmitri Kharine,0,2340,0,1995-1996,0,0
32865,0.28,0,0,0.28,0,Alan Kimble,0,2550,8,1995-1996,0,8
32866,0.28,0.11,4,0.28,0,Georgi Kinkladze,0.11,3221,6,1995-1996,4,10
32867,1.61,0.81,2,1.61,0,Paul Kitson,0.81,223,2,1995-1996,2,4
32868,0.42,0.42,4,0.42,0,Darko Kovačević,0.42,856,0,1995-1996,4,4
32869,0,0,0,0,0,Frank Lampard,0,30,0,1995-1996,0,0
32870,0,0,0,0,0,Nii Lamptey,0,331,0,1995-1996,0,0
32871,0,0,0,0,0,Stan Lazaridis,0,197,0,1995-1996,0,0
32872,0.15,0.08,1,0.15,0,Graeme Le Saux,0.08,1195,1,1995-1996,1,2
32873,0.48,0.21,7,0.57,3,Matt Le Tissier,0.12,2988,12,1995-1996,4,16
32874,0.04,0.04,1,0.04,0,David Lee,0.04,2544,0,1995-1996,1,1
32875,0.38,0.38,8,0.38,0,Jason Lee,0.38,1884,0,1995-1996,8,8
32876,0.31,0.22,8,0.34,1,Rob Lee,0.2,3202,4,1995-1996,7,11
32877,0.33,0.15,4,0.33,0,Øyvind Leonhardsen,0.15,2464,5,1995-1996,4,9
32878,0,0,0,0,0,Craig Liddle,0,1125,0,1995-1996,0,0
32879,0.44,0.15,3,0.44,0,Anders Limpar,0.15,1835,6,1995-1996,3,9
32880,0.06,0,0,0.06,0,Andy Linighan,0,1534,1,1995-1996,0,1
32881,0.22,0.1,3,0.22,0,Steve Lomas,0.1,2817,4,1995-1996,3,7
32882,0,0,0,0,0,John Lukic,0,2516,0,1995-1996,0,0
32883,0.06,0.03,1,0.06,0,Des Lyttle,0.03,2890,1,1995-1996,1,2
32884,0.03,0,0,0.03,0,Gary Mabbutt,0,2790,1,1995-1996,0,1
32885,0.08,0.08,1,0.08,0,Neil Maddison,0.08,1157,0,1995-1996,1,1
32886,0,0,0,0,0,Danny Maddix,0,1770,0,1995-1996,0,0
32887,0.07,0.1,3,0.1,1,Jim Magilton,0.07,2748,0,1995-1996,2,2
32888,0,0,0,0,0,Lee Makel,0,113,0,1995-1996,0,0
32889,0.25,0.13,1,0.25,0,Nicky Marker,0.13,711,1,1995-1996,1,2
32890,0.1,0.1,1,0.1,0,Scott Marshall,0.1,920,0,1995-1996,1,1
32891,0,0,0,0,0,Alvin Martin,0,895,0,1995-1996,0,0
32892,0,0,0,0,0,Phil Masinga,0,398,0,1995-1996,0,0
32893,0,0,0,0,0,Dominic Matteo,0,421,0,1995-1996,0,0
32894,0.08,0.08,1,0.08,0,David May,0.08,1175,0,1995-1996,1,1
32895,0,0,0,0,0,Giuseppe Mazzarelli,0,22,0,1995-1996,0,0
32896,0,0,0,0,0,Brian McAllister,0,101,0,1995-1996,0,0
32897,0.2,0.14,5,0.26,2,Gary McAllister,0.09,3150,4,1995-1996,3,7
32898,0,0,0,0,0,Steve McAnespie,0,628,0,1995-1996,0,0
32899,0.29,0,0,0.29,0,Jason McAteer,0,2805,9,1995-1996,0,9
32900,0.37,0.22,3,0.37,0,Brian McClair,0.22,1228,2,1995-1996,3,5
32901,0.08,0.04,1,0.08,0,Alan McDonald,0.04,2274,1,1995-1996,1,2
32902,0.18,0.22,6,0.22,1,John McGinlay,0.18,2463,0,1995-1996,5,5
32903,0,0,0,0,0,Gavin McGowan,0,90,0,1995-1996,0,0
32904,0.07,0.07,2,0.07,0,Paul McGrath,0.07,2540,0,1995-1996,2,2
32905,0.39,0.26,2,0.39,0,Paul McGregor,0.26,697,1,1995-1996,2,3
32906,0.2,0.14,2,0.2,0,Billy McKinlay,0.14,1327,1,1995-1996,2,3
32907,0.15,0,0,0.15,0,Gerry McMahon,0,615,1,1995-1996,0,1
32908,0.48,0.16,6,0.48,0,Steve McManaman,0.16,3408,12,1995-1996,6,18
32909,0.29,0.13,5,0.29,0,Paul Merson,0.13,3379,6,1995-1996,5,11
32910,0,0,0,0,0,Luděk Mikloško,0,3222,0,1995-1996,0,0
32911,0,0,0,0,0,Alan Miller,0,630,0,1995-1996,0,0
32912,0.51,0.34,12,0.51,0,Savo Milošević,0.34,3187,6,1995-1996,12,18
32913,0,0,0,0,0,Bobby Mimms,0,102,0,1995-1996,0,0
32914,0.32,0,0,0.32,0,Scott Minto,0,846,3,1995-1996,0,3
32915,0,0,0,0,0,John Moncur,0,1445,0,1995-1996,0,0
32916,0.07,0.07,2,0.07,0,Ken Monkou,0.07,2701,0,1995-1996,2,2
32917,0,0,0,0,0,Alan Moore,0,629,0,1995-1996,0,0
32918,0,0,0,0,0,Jaime Moreno,0,239,0,1995-1996,0,0
32919,0.14,0.09,2,0.14,0,Chris Morris,0.09,1980,1,1995-1996,2,3
32920,0,0,0,0,0,Steve Morrow,0,203,0,1995-1996,0,0
32921,0,0,0,0,0,Scott Murray,0,270,0,1995-1996,0,0
32922,0.05,0.05,1,0.05,0,Robbie Mustoe,0.05,1814,0,1995-1996,1,1
32923,0,0,0,0,0,Andy Myers,0,1800,0,1995-1996,0,0
32924,0.26,0.19,5,0.26,0,Peter Ndlovu,0.19,2400,2,1995-1996,5,7
32925,0.07,0,0,0.07,0,Alan Neilson,0,1320,1,1995-1996,0,1
