,NPGA/90,G/90,G,G+A/90,Pens,player,NPG/90,minutes,A,season,NPG,NPGA
328,0,0,0,0,0,Mike Rietpietsch,0,141,0,2000-2001,0,0
329,0.8,0.4,5,0.88,1,Paulo Rink,0.32,1130,6,2000-2001,4,10
330,0.55,0.39,5,0.55,0,Jürgen Rische,0.39,1149,2,2000-2001,5,7
331,0.1,0.05,1,0.1,0,Vidar Riseth,0.05,1753,1,2000-2001,1,2
332,0,0,0,0,0,Hilko Ristau,0,894,0,2000-2001,0,0
333,0.35,0.09,2,0.35,0,Zé Roberto,0.09,2033,6,2000-2001,2,8
334,0,0,0,0,0,Jonny Rödlund,0,148,0,2000-2001,0,0
335,0,0,0,0,0,Axel Roos,0,62,0,2000-2001,0,0
336,0,0,0,0,0,Alexander Rosen,0,146,0,2000-2001,0,0
337,0.36,0,0,0.36,0,Tomáš Rosický,0,1242,5,2000-2001,0,5
338,0,0,0,0,0,Frank Rost,0,3060,0,2000-2001,0,0
339,0.4,0.4,1,0.4,0,Bryan Roy,0.4,227,0,2000-2001,1,1
340,0.3,0.2,4,0.3,0,Altin Rraklli,0.2,1782,2,2000-2001,4,6
341,0.23,0.17,5,0.3,2,René Rydlewicz,0.1,2688,4,2000-2001,3,7
342,0.08,0,0,0.08,0,Willy Sagnol,0,2184,2,2000-2001,0,2
343,0.14,0,0,0.14,0,Ahmed Salah Hosny,0,644,1,2000-2001,0,1
344,0.52,0.15,4,0.52,0,Hasan Salihamidžić,0.15,2428,10,2000-2001,4,14
345,0.39,0.29,3,0.39,0,Bachirou Salou,0.29,930,1,2000-2001,3,4
346,0.85,0.69,22,0.85,0,Ebbe Sand,0.69,2850,5,2000-2001,22,27
347,0,0,0,0,0,Jan Sandmann,0,277,0,2000-2001,0,0
348,0.15,0,0,0.15,0,Tony Sanneh,0,593,1,2000-2001,0,1
349,0.51,0.43,5,0.51,0,Roque Santa Cruz,0.43,1050,1,2000-2001,5,6
350,0,0,0,0,0,Jörg Scherbe,0,1298,0,2000-2001,0,0
351,0.38,0.15,4,0.38,0,Matthias Scherz,0.15,2390,6,2000-2001,4,10
352,0,0,0,0,0,Björn Schierenbeck,0,90,0,2000-2001,0,0
353,0.21,0.07,2,0.21,0,Sebastian Schindzielorz,0.07,2522,4,2000-2001,2,6
354,0,0,0,0,0,Michael Schjønberg,0,746,0,2000-2001,0,0
355,0.07,0.04,1,0.07,0,Andreas Schmidt,0.04,2452,1,2000-2001,1,2
356,0,0,0,0,0,Sven Schmitt,0,123,0,2000-2001,0,0
357,0.18,0.12,2,0.18,0,Bernd Schneider,0.12,1494,1,2000-2001,2,3
358,0,0,0,0,0,René Schneider,0,83,0,2000-2001,0,0
359,0,0,0,0,0,Thomas Schneider,0,1324,0,2000-2001,0,0
360,0.22,0.15,2,0.22,0,Stefan Schnoor,0.15,1208,1,2000-2001,2,3
361,0,0,0,0,0,Mathias Schober,0,258,0,2000-2001,0,0
362,0.51,0.38,9,0.64,3,Mehmet Scholl,0.26,2114,6,2000-2001,6,12
363,0,0,0,0,0,Olaf Schreiber,0,369,0,2000-2001,0,0
364,0.04,0.04,1,0.04,0,Rayk Schröder,0.04,2467,0,2000-2001,1,1
365,0,0,0,0,0,Rouven Schröder,0,675,0,2000-2001,0,0
366,0.35,0.17,2,0.35,0,Markus Schroth,0.17,1038,2,2000-2001,2,4
367,0.13,0.06,1,0.13,0,Daniel Schumann,0.06,1399,1,2000-2001,1,2
368,0.09,0.05,1,0.09,0,Alexander Schur,0.05,1941,1,2000-2001,1,2
369,0.15,0.03,1,0.15,0,Danny Schwarz,0.03,2918,4,2000-2001,1,5
370,0.37,0.19,4,0.37,0,Zoltán Sebescen,0.19,1933,4,2000-2001,4,8
371,0.09,0.04,1,0.09,0,Vilmos Sebők,0.04,2088,1,2000-2001,1,2
372,0.11,0.11,3,0.11,0,Jan Seifert,0.11,2381,0,2000-2001,3,3
373,0.22,0.07,1,0.22,0,Jochen Seitz,0.07,1227,2,2000-2001,1,3
374,0.44,0.49,10,0.49,1,Adel Sellimi,0.44,1851,0,2000-2001,9,9
375,0.43,0.31,5,0.43,0,Paulo Sérgio,0.31,1470,2,2000-2001,5,7
376,0.11,0,0,0.11,0,Ciriaco Sforza,0,1660,2,2000-2001,0,2
377,0,0,0,0,0,Moses Sichone,0,2141,0,2000-2001,0,0
378,0,0,0,0,0,Benjamin Siegert,0,8,0,2000-2001,0,0
379,0,0,0,0,0,Josip Šimunić,0,685,0,2000-2001,0,0
380,0,0,0,0,0,Andrew Sinkala,0,416,0,2000-2001,0,0
381,0.15,0,0,0.15,0,Viktor Skrypnyk,0,609,1,2000-2001,0,1
382,0.4,0.16,2,0.4,0,Thomas Sobotzik,0.16,1139,3,2000-2001,2,5
383,0.11,0.07,2,0.11,0,Zvonimir Soldo,0.07,2415,1,2000-2001,2,3
384,0.33,0.33,5,0.33,0,Mirosław Spiżak,0.33,1352,0,2000-2001,5,5
385,0,0,0,0,0,Harald Spörl,0,55,0,2000-2001,0,0
386,0.21,0.18,5,0.21,0,Christian Springer,0.18,2558,1,2000-2001,5,6
387,0.21,0.04,1,0.21,0,Paul Stalteri,0.04,2129,4,2000-2001,1,5
388,0,0,0,0,0,Marco Stark,0,12,0,2000-2001,0,0
389,0.55,0.25,5,0.65,2,Miroslav Stević,0.15,1813,8,2000-2001,3,11
390,0,0,0,0,0,Thomas Stickroth,0,823,0,2000-2001,0,0
391,0.05,0.05,1,0.05,0,Martin Stranzl,0.05,1765,0,2000-2001,1,1
392,0.17,0.07,2,0.17,0,Jeff Strasser,0.07,2590,3,2000-2001,2,5
393,0.21,0.16,4,0.21,0,Oliver Straube,0.16,2194,1,2000-2001,4,5
394,0.12,0.06,2,0.12,0,Alexander Strehmel,0.06,2880,2,2000-2001,2,4
395,0,0,0,0,0,Albert Streit,0,99,0,2000-2001,0,0
396,0,0,0,0,0,Thomas Strunz,0,281,0,2000-2001,0,0
397,0,0,0,0,0,Axel Sundermann,0,680,0,2000-2001,0,0
398,0,0,0,0,0,Jan-Derek Sørensen,0,225,0,2000-2001,0,0
399,0,0,0,0,0,Ibrahim Tanko,0,201,0,2000-2001,0,0
400,0.32,0.32,1,0.32,0,Ibrahim Tanko,0.32,279,0,2000-2001,1,1
401,0,0,0,0,0,Filip Tapalović,0,560,0,2000-2001,0,0
402,0,0,0,0,0,Igli Tare,0,153,0,2000-2001,0,0
403,0.32,0.05,1,0.32,0,Michael Tarnat,0.05,1694,5,2000-2001,1,6
404,0.14,0.14,4,0.14,0,Pablo Thiam,0.14,2489,0,2000-2001,4,4
405,0,0,0,0,0,Ronny Thielemann,0,1326,0,2000-2001,0,0
406,0,0,0,0,0,Andreas Thom,0,45,0,2000-2001,0,0
407,0.25,0.25,1,0.25,0,Claus Thomsen,0.25,360,0,2000-2001,1,1
408,0,0,0,0,0,Olaf Thon,0,156,0,2000-2001,0,0
409,0,0,0,0,0,Christian Tiffert,0,180,0,2000-2001,0,0
410,0.54,0.26,8,0.54,0,Christian Timm,0.26,2822,9,2000-2001,8,17
411,0,0,0,0,0,Razundara Tjikuzu,0,949,0,2000-2001,0,0
412,0,0,0,0,0,Jens Todt,0,1030,0,2000-2001,0,0
413,0,0,0,0,0,Samir Toplak,0,762,0,2000-2001,0,0
414,0,0,0,0,0,Marco Toppmöller,0,15,0,2000-2001,0,0
415,0.44,0,0,0.44,0,Bernhard Trares,0,407,2,2000-2001,0,2
416,0,0,0,0,0,Gerhard Tremmel,0,2880,0,2000-2001,0,0
417,0.13,0.08,2,0.21,2,René Tretschok,0,2126,3,2000-2001,0,3
418,0,0,0,0,0,Levan Tskitishvili,0,1421,0,2000-2001,0,0
419,0,0,0,0,0,Tsanko Tsvetanov,0,352,0,2000-2001,0,0
420,0.11,0.05,1,0.11,0,Roman Týce,0.05,1662,1,2000-2001,1,2
421,0.24,0.08,2,0.24,0,Stig Tøfting,0.08,2217,4,2000-2001,2,6
422,0.05,0,0,0.05,0,Tomáš Ujfaluši,0,1676,1,2000-2001,0,1
423,0,0,0,0,0,Angelo Vaccaro,0,30,0,2000-2001,0,0
424,0,0,0,0,0,Nico Van Kerckhoven,0,1852,0,2000-2001,0,0
425,0,0,0,0,0,Christian Vander,0,107,0,2000-2001,0,0
426,0.04,0.04,1,0.04,0,Rudi Vata,0.04,2479,0,2000-2001,1,1
427,0,0,0,0,0,Sixten Veit,0,580,0,2000-2001,0,0
428,0.06,0.06,1,0.06,0,Frank Verlaat,0.06,1571,0,2000-2001,1,1
429,0.08,0.04,1,0.08,0,Alexander Voigt,0.04,2121,1,2000-2001,1,2
430,0.41,0,0,0.41,0,Andreas Voss,0,222,1,2000-2001,0,1
431,0,0,0,0,0,Tomáš Votava,0,462,0,2000-2001,0,0
432,0.08,0,0,0.08,0,Jurica Vranješ,0,1152,1,2000-2001,0,1
433,0,0,0,0,0,Ivan Vukomanović,0,67,0,2000-2001,0,0
434,0,0,0,0,0,Martin Wagner,0,116,0,2000-2001,0,0
435,0,0,0,0,0,Witold Wawrzyczek,0,203,0,2000-2001,0,0
436,0.18,0.18,5,0.18,0,Tomasz Wałdoch,0.18,2548,0,2000-2001,5,5
437,0.51,0.17,1,0.51,0,Achim Weber,0.17,525,2,2000-2001,1,3
438,0,0,0,0,0,Roman Weidenfeller,0,270,0,2000-2001,0,0
439,0,0,0,0,0,Hilmar Weilandt,0,31,0,2000-2001,0,0
440,0.1,0,0,0.1,0,Patrick Weiser,0,2806,3,2000-2001,0,3
441,0.31,0.1,1,0.31,0,Marco Weißhaupt,0.1,858,2,2000-2001,1,3
442,0,0,0,0,0,Timo Wenzel,0,627,0,2000-2001,0,0
443,0,0,0,0,0,Stefan Wessels,0,90,0,2000-2001,0,0
444,0.03,0.03,1,0.03,0,Peter Wibrån,0.03,2680,0,2000-2001,1,1
445,0,0,0,0,0,Raphaël Wicky,0,1161,0,2000-2001,0,0
446,0,0,0,0,0,Andree Wiedener,0,254,0,2000-2001,0,0
447,0,0,0,0,0,Michael Wiesinger,0,293,0,2000-2001,0,0
448,0.05,0,0,0.05,0,Tobias Willi,0,1711,1,2000-2001,0,1
449,0.12,0.06,1,0.12,0,Gerd Wimmer,0.06,1531,1,2000-2001,1,2
450,0,0,0,0,0,Bernhard Winkler,0,285,0,2000-2001,0,0
451,0,0,0,0,0,Jürgen Wittmann,0,180,0,2000-2001,0,0
452,0,0,0,0,0,Claus-Dieter Wollitz,0,24,0,2000-2001,0,0
453,0.14,0.14,3,0.14,0,Christian Wörns,0.14,1990,0,2000-2001,3,3
454,0.21,0.16,3,0.21,0,Dariusz Wosz,0.16,1682,1,2000-2001,3,4
455,0,0,0,0,0,Hakan Yakin,0,684,0,2000-2001,0,0
456,0.47,0.31,4,0.47,0,Chen Yang,0.31,1152,2,2000-2001,4,6
457,0.58,0.19,2,0.58,0,Tony Yeboah,0.19,933,4,2000-2001,2,6
458,0,0,0,0,0,Mahmut Yılmaz,0,251,0,2000-2001,0,0
459,0,0,0,0,0,Marco Zallmann,0,525,0,2000-2001,0,0
460,0.27,0,0,0.27,0,Ferydoon Zandi,0,331,1,2000-2001,0,1
461,0.12,0.12,1,0.12,0,David Zdrilic,0.12,739,0,2000-2001,1,1
462,0.04,0,0,0.04,0,Ned Zelić,0,2142,1,2000-2001,0,1
463,0.21,0.14,4,0.21,0,Andreas Zeyer,0.14,2586,2,2000-2001,4,6
464,0.52,0.31,3,0.52,0,Alexander Zickler,0.31,861,2,2000-2001,3,5
465,0,0,0,0,0,Sead Zilić,0,45,0,2000-2001,0,0
466,0.13,0.03,1,0.13,0,Matthias Zimmermann,0.03,2766,3,2000-2001,1,4
467,0.03,0,0,0.03,0,Boris Živković,0,2631,1,2000-2001,0,1
468,0,0,0,0,0,Pascal Zuberbühler,0,1170,0,2000-2001,0,0
469,0.18,0,0,0.18,0,Kristijan Đorđević,0,501,1,2000-2001,0,1
470,0,0,0,0,0,Reto Ziehl,0,143,0,2000-2001,0,0
471,0,0,0,0,0,Yakubu Adamu,0,84,0,2001-2002,0,0
472,0.18,0,0,0.18,0,Otto Addo,0,496,1,2001-2002,0,1
473,0.42,0.14,2,0.42,0,Adhemar,0.14,1293,4,2001-2002,2,6
474,0,0,0,0,0,Silvio Adzic,0,37,0,2001-2002,0,0
475,0.32,0.32,4,0.32,0,Victor Agali,0.32,1119,0,2001-2002,4,4
476,0.37,0.37,5,0.37,0,Paul Agostino,0.37,1217,0,2001-2002,5,5
477,0.41,0.21,2,0.41,0,Lawrence Aidoo,0.21,878,2,2001-2002,2,4
478,0.61,0.51,16,0.67,2,Aílton,0.45,2806,5,2001-2002,14,19
479,0.09,0.05,1,0.09,0,Charles Akonnor,0.05,1989,1,2001-2002,1,2
480,0,0,0,0,0,Bruno Akrapović,0,2458,0,2001-2002,0,0
481,0.29,0.19,4,0.34,1,Jörg Albertz,0.14,1872,3,2001-2002,3,6
482,0,0,0,0,0,Philip Albrecht,0,15,0,2001-2002,0,0
483,0.6,0.42,7,0.6,0,Alex Alves,0.42,1493,3,2001-2002,7,10
484,0,0,0,0,0,Moudachirou Amadou,0,1589,0,2001-2002,0,0
485,0.64,0.76,18,0.93,7,Márcio Amoroso,0.47,2125,4,2001-2002,11,15
486,0.2,0.1,1,0.2,0,Roda Antar,0.1,881,1,2001-2002,1,2
487,1.08,0,0,1.08,0,Archil Arveladze,0,83,1,2001-2002,0,1
488,0.34,0.29,5,0.34,0,Magnus Arvidsson,0.29,1573,1,2001-2002,5,6
489,0.39,0.26,6,0.39,0,Gerald Asamoah,0.26,2095,3,2001-2002,6,9
490,0.06,0.06,1,0.06,0,Slađan Ašanin,0.06,1429,0,2001-2002,1,1
491,0.29,0.29,1,0.29,0,Benjamin Auer,0.29,310,0,2001-2002,1,1
492,0,0,0,0,0,Marko Babić,0,46,0,2001-2002,0,0
493,0,0,0,0,0,Alexander Bade,0,900,0,2001-2002,0,0
494,0.17,0.12,2,0.17,0,Zlatan Bajramović,0.12,1560,1,2001-2002,2,3
495,0.21,0.14,4,0.27,2,Krasimir Balakov,0.07,2634,4,2001-2002,2,6
496,0.05,0,0,0.05,0,Hanno Balitsch,0,1956,1,2001-2002,0,1
497,0.69,0.62,17,0.8,3,Michael Ballack,0.51,2479,5,2001-2002,14,19
498,0.12,0.12,1,0.12,0,Ivica Banović,0.12,738,0,2001-2002,1,1
499,0.34,0.07,1,0.34,0,Miroslav Baranek,0.07,1315,4,2001-2002,1,5
500,0.55,0.32,7,0.55,0,Sergej Barbarez,0.32,1967,5,2001-2002,7,12
501,0,0,0,0,0,Deniz Barış,0,846,0,2001-2002,0,0
502,0.43,0.08,2,0.43,0,Mario Basler,0.08,2294,9,2001-2002,2,11
503,0.31,0.11,3,0.31,0,Yıldıray Baştürk,0.11,2357,5,2001-2002,3,8
504,0.06,0.03,1,0.06,0,Frank Baumann,0.03,3003,1,2001-2002,1,2
505,0.24,0,0,0.24,0,Steffen Baumgart,0,380,1,2001-2002,0,1
506,0.1,0.05,1,0.1,0,Christian Beeck,0.05,1733,1,2001-2002,1,2
507,0.32,0.23,5,0.32,0,Markus Beierle,0.23,1978,2,2001-2002,5,7
508,0.27,0.13,3,0.27,0,Stefan Beinlich,0.13,2017,3,2001-2002,3,6
509,0.41,0.24,3,0.41,0,Collin Benjamin,0.24,1104,2,2001-2002,3,5
510,0,0,0,0,0,Sven Benken,0,453,0,2001-2002,0,0
511,0.84,0.75,8,0.84,0,Dimitar Berbatov,0.75,962,1,2001-2002,8,9
512,0,0,0,0,0,Morten Berre,0,502,0,2001-2002,0,0
513,0,0,0,0,0,Marinus Bester,0,153,0,2001-2002,0,0
514,0.2,0.2,4,0.2,0,Daniel Bierofka,0.2,1810,0,2001-2002,4,4
515,0.09,0.04,1,0.09,0,Marino Biliškov,0.04,2086,1,2001-2002,1,2
516,0.34,0.17,1,0.34,0,Nenad Bjelica,0.17,534,1,2001-2002,1,2
517,0,0,0,0,0,Stefan Blank,0,6,0,2001-2002,0,0
518,0,0,0,0,0,Fredi Bobic,0,73,0,2001-2002,0,0
519,0.35,0.24,7,0.35,0,Marco Bode,0.24,2605,3,2001-2002,7,10
520,0.36,0.25,7,0.47,3,Jörg Böhme,0.14,2493,6,2001-2002,4,10
521,0.19,0.11,3,0.19,0,Marcelo Bordon,0.11,2422,2,2001-2002,3,5
522,0.34,0.17,4,0.34,0,Daniel Borimirov,0.17,2137,4,2001-2002,4,8
523,0.24,0.08,1,0.24,0,Tim Borowski,0.08,1128,2,2001-2002,1,3
524,0,0,0,0,0,Christian Brand,0,84,0,2001-2002,0,0
525,0.12,0.12,1,0.12,0,Cristiano Brasília,0.12,732,0,2001-2002,1,1
526,0,0,0,0,0,Perry Bräutigam,0,453,0,2001-2002,0,0
527,0.47,0.16,1,0.47,0,Thomas Brdarić,0.16,579,2,2001-2002,1,3
528,0.11,0.11,1,0.11,0,Florian Bruns,0.11,785,0,2001-2002,1,1
529,0,0,0,0,0,Andreas Buck,0,61,0,2001-2002,0,0
530,0,0,0,0,0,Spasoje Bulajič,0,110,0,2001-2002,0,0
531,0,0,0,0,0,Tihomir Bulat,0,1530,0,2001-2002,0,0
532,0,0,0,0,0,Henning Bürger,0,2062,0,2001-2002,0,0
533,0.04,0.04,1,0.04,0,Dick van Burik,0.04,2152,0,2001-2002,1,1
534,0,0,0,0,0,Mike Büskens,0,102,0,2001-2002,0,0
535,0.21,0.16,3,0.21,0,Vladimir But,0.16,1690,1,2001-2002,3,4
536,0,0.06,2,0.06,2,Hans-Jörg Butt,0,3060,0,2001-2002,0,0
537,0.6,0.4,6,0.6,0,Cacau,0.4,1346,3,2001-2002,6,9
538,0.38,0.38,2,0.57,1,Rodolfo Cardoso,0.19,471,1,2001-2002,1,2
539,0.13,0,0,0.13,0,Bradley Carnell,0,694,1,2001-2002,0,1
540,0.14,0.14,1,0.14,0,Matías Cenci,0.14,625,0,2001-2002,1,1
541,0.19,0.09,2,0.19,0,Harald Cerny,0.09,1916,2,2001-2002,2,4
542,0,0,0,0,0,Kim Christensen,0,44,0,2001-2002,0,0
543,0.05,0.05,1,0.05,0,Thomas Cichon,0.05,1983,0,2001-2002,1,1
544,0,0,0,0,0,Alejandro Correa,0,19,0,2001-2002,0,0
545,0.36,0.27,6,0.36,0,Soumaila Coulibaly,0.27,2001,2,2001-2002,6,8
546,0.04,0.04,1,0.04,0,Carsten Cullmann,0.04,2502,0,2001-2002,1,1
547,0,0,0,0,0,Ali Daei,0,203,0,2001-2002,0,0
548,0.21,0.13,3,0.21,0,Pál Dárdai,0.13,2148,2,2001-2002,3,5
549,0,0,0,0,0,Pavel David,0,38,0,2001-2002,0,0
550,0.11,0.04,1,0.11,0,Dedê,0.04,2450,2,2001-2002,1,3
551,0.23,0.35,3,0.47,2,Sebastian Deisler,0.12,773,1,2001-2002,1,2
552,0.19,0.25,4,0.31,2,Igor Demo,0.12,1448,1,2001-2002,2,3
553,0.08,0.08,1,0.08,0,Didier Dheedene,0.08,1087,0,2001-2002,1,1
554,0.46,0.23,4,0.46,0,Antonio Di Salvo,0.23,1575,4,2001-2002,4,8
555,0,0,0,0,0,Boubacar Diarra,0,2160,0,2001-2002,0,0
556,0.6,0,0,0.6,0,Youri Djorkaeff,0,151,1,2001-2002,0,1
557,0,0,0,0,0,José Dominguez,0,67,0,2001-2002,0,0
558,0,0,0,0,0,Georgi Donkov,0,263,0,2001-2002,0,0
559,0,0,0,0,0,Régis Dorn,0,107,0,2001-2002,0,0
560,0,0,0,0,0,Martin Driller,0,434,0,2001-2002,0,0
561,0.7,0.58,5,0.7,0,Sean Dundee,0.58,775,1,2001-2002,5,6
562,0,0,0,0,0,Anel Džaka,0,84,0,2001-2002,0,0
563,0,0,0,0,0,Janosch Dziwior,0,645,0,2001-2002,0,0
564,0,0,0,0,0,Max Eberl,0,2562,0,2001-2002,0,0
565,0.19,0.13,2,0.32,2,Stefan Effenberg,0,1413,3,2001-2002,0,3
566,0,0,0,0,0,Uwe Ehlers,0,955,0,2001-2002,0,0
567,0,0,0,0,0,Dieter Eilts,0,298,0,2001-2002,0,0
568,0.82,0.66,17,0.82,0,Giovane Élber,0.66,2315,4,2001-2002,17,21
569,0,0,0,0,0,Mohamed Emara,0,1395,0,2001-2002,0,0
570,0.36,0.36,1,0.36,0,Jochen Endreß,0.36,250,0,2001-2002,1,1
571,0.22,0.13,3,0.22,0,Fabian Ernst,0.13,2033,2,2001-2002,3,5
572,0,0,0,0,0,Thomas Ernst,0,270,0,2001-2002,0,0
573,0.12,0.04,1,0.12,0,Evanílson,0.04,2252,2,2001-2002,1,3
574,0.66,0.47,10,0.66,0,Ewerthon,0.47,1898,4,2001-2002,10,14
575,0.17,0,0,0.17,0,Eyjólfur,0,1031,2,2001-2002,0,2
576,0,0,0,0,0,Markus Feldhoff,0,131,0,2001-2002,0,0
577,0,0,0,0,0,Markus Feldhoff,0,33,0,2001-2002,0,0
578,0,0,0,0,0,Daniel Felgenhauer,0,538,0,2001-2002,0,0
579,0,0,0,0,0,Markus Feulner,0,26,0,2001-2002,0,0
580,0,0,0,0,0,Christian Fiedler,0,849,0,2001-2002,0,0
581,0.09,0.09,2,0.09,0,Thorsten Fink,0.09,2076,0,2001-2002,2,2
582,0.25,0.13,1,0.25,0,Franklin,0.13,713,1,2001-2002,1,2
583,0,0,0,0,0,Maik Franz,0,1913,0,2001-2002,0,0
584,0.09,0.09,1,0.09,0,Dieter Frey,0.09,952,0,2001-2002,1,1
585,0.33,0.18,6,0.33,0,Torsten Frings,0.18,2959,5,2001-2002,6,11
586,0.23,0.23,4,0.23,0,Milan Fukal,0.23,1573,0,2001-2002,4,4
587,0,0,0,0,0,Petr Gabriel,0,123,0,2001-2002,0,0
588,0.68,0.57,10,0.68,0,Ionel Ganea,0.57,1578,2,2001-2002,10,12
589,0,0,0,0,0,Fabian Gerber,0,206,0,2001-2002,0,0
590,0,0,0,0,0,Heiko Gerber,0,624,0,2001-2002,0,0
591,0.04,0.04,1,0.04,0,Cory Gibbs,0.04,2214,0,2001-2002,1,1
592,0,0,0,0,0,Richard Golz,0,2160,0,2001-2002,0,0
593,0.15,0.15,2,0.15,0,Louis Gomis,0.15,1218,0,2001-2002,2,2
594,0.57,0.33,8,0.57,0,Bart Goor,0.33,2204,6,2001-2002,8,14
595,0,0,0,0,0,Andreas Görlitz,0,117,0,2001-2002,0,0
596,0.15,0.08,1,0.15,0,Dimitrios Grammozis,0.08,1179,1,2001-2002,1,2
597,0,0,0,0,0,Holger Greilich,0,348,0,2001-2002,0,0
598,0.08,0.08,1,0.08,0,Frank Greiner,0.08,1085,0,2001-2002,1,1
599,0.07,0.07,1,0.07,0,Martin Groth,0.07,1308,0,2001-2002,1,1
600,0,0,0,0,0,Marco Haber,0,147,0,2001-2002,0,0
601,0,0,0,0,0,Michael Habryka,0,99,0,2001-2002,0,0
602,0.1,0.1,2,0.15,1,Tomasz Hajto,0.05,1860,1,2001-2002,1,2
603,3.33,3.33,1,3.33,0,Steffen Handschuh,3.33,27,0,2001-2002,1,1
604,0,0,0,0,0,Mike Hanke,0,13,0,2001-2002,0,0
605,4.29,4.29,1,4.29,0,Kevin Hansen,4.29,21,0,2001-2002,1,1
606,0.21,0,0,0.21,0,Owen Hargreaves,0,2186,5,2001-2002,0,5
607,0.23,0.05,1,0.23,0,Michael Hartmann,0.05,1925,4,2001-2002,1,5
608,0.58,0.23,6,0.66,2,Thomas Häßler,0.15,2329,11,2001-2002,4,15
609,0.04,0,0,0.04,0,Markus Hausweiler,0,2046,1,2001-2002,0,1
610,0.24,0.16,2,0.24,0,Jörg Heinrich,0.16,1115,1,2001-2002,2,3
611,0.18,0.18,1,0.18,0,Marek Heinz,0.18,501,0,2001-2002,1,1
612,0.27,0.27,4,0.27,0,Sebastian Helbig,0.27,1343,0,2001-2002,4,4
613,0.06,0,0,0.06,0,Oliver Held,0,1451,1,2001-2002,0,1
614,0,0,0,0,0,Thomas Hengen,0,2902,0,2001-2002,0,0
615,0,0,0,0,0,Simon Henzler,0,1530,0,2001-2002,0,0
616,0,0,0,0,0,Lars Hermel,0,1340,0,2001-2002,0,0
617,0,0,0,0,0,Heiko Herrlich,0,83,0,2001-2002,0,0
618,0,0,0,0,0,Ingo Hertzsch,0,2427,0,2001-2002,0,0
619,0,0.19,1,0.19,1,Andreas Herzog,0,479,0,2001-2002,0,0
620,0,0,0,0,0,Timo Hildebrand,0,2790,0,2001-2002,0,0
621,0.06,0.06,1,0.06,0,Delano Hill,0.06,1500,0,2001-2002,1,1
622,0.03,0,0,0.03,0,Andreas Hinkel,0,2631,1,2001-2002,0,1
623,0.05,0.1,2,0.1,1,Dietmar Hirsch,0.05,1817,0,2001-2002,1,1
624,0.35,0.09,2,0.35,0,Alexander Hleb,0.09,2080,6,2001-2002,2,8
625,0,0,0,0,0,Bernd Hobsch,0,96,0,2001-2002,0,0
626,0,0,0,0,0,Torben Hoffmann,0,1736,0,2001-2002,0,0
627,0,0,0,0,0,Steffen Hofmann,0,12,0,2001-2002,0,0
628,0.07,0,0,0.07,0,Bernd Hollerbach,0,2488,2,2001-2002,0,2
629,0.04,0.04,1,0.04,0,Marco van Hoogdalem,0.04,2195,0,2001-2002,1,1
630,0.18,0.18,5,0.18,0,Nico-Jan Hoogma,0.18,2450,0,2001-2002,5,5
631,0.35,0.17,2,0.35,0,Marian Hristov,0.17,1035,2,2001-2002,2,4
632,0,0,0,0,0,Faruk Hujdurović,0,1821,0,2001-2002,0,0
633,0.32,0.2,5,0.32,0,Aleksandre Iashvili,0.2,2238,3,2001-2002,5,8
634,0.07,0.07,1,0.07,0,Uğur İnceman,0.07,1276,0,2001-2002,1,1
635,0,0,0,0,0,Samuel Ipoua,0,140,0,2001-2002,0,0
636,0.16,0.06,2,0.16,0,Andreas Jakobsson,0.06,2826,3,2001-2002,2,5
637,0.12,0,0,0.12,0,Carsten Jancker,0,733,1,2001-2002,0,1
638,0.07,0,0,0.07,0,David Jarolím,0,2464,2,2001-2002,0,2
639,0,0,0,0,0,Simon Jentzsch,0,3060,0,2001-2002,0,0
640,0.19,0,0,0.19,0,Jens Jeremies,0,476,1,2001-2002,0,1
641,0,0,0,0,0,Nils-Eric Johansson,0,720,0,2001-2002,0,0
642,0,0,0,0,0,Lars Jungnickel,0,82,0,2001-2002,0,0
643,0.24,0.24,1,0.24,0,Júnior,0.24,368,0,2001-2002,1,1
644,0.48,0.36,3,0.48,0,Andrzej Juskowiak,0.36,744,1,2001-2002,3,4
645,0,0,0,0,0,Oliver Kahn,0,2880,0,2001-2002,0,0
646,0,0,0,0,0,Darius Kampa,0,2880,0,2001-2002,0,0
647,0.16,0.1,3,0.16,0,Miroslav Karhan,0.1,2731,2,2001-2002,3,5
648,0,0,0,0,0,Andreas Kaufmann,0,47,0,2001-2002,0,0
649,0.37,0.23,5,0.37,0,Radosław Kałużny,0.23,1969,3,2001-2002,5,8
650,0.15,0.15,2,0.15,0,Sebastian Kehl,0.15,1221,0,2001-2002,2,2
651,0.07,0.07,1,0.07,0,Sebastian Kehl,0.07,1332,0,2001-2002,1,1
652,0,0,0,0,0,Jens Keller,0,1949,0,2001-2002,0,0
653,0.78,0.78,2,0.78,0,Joshua Kennedy,0.78,232,0,2001-2002,2,2
654,0.26,0.26,2,0.26,0,Marcel Ketelaer,0.26,681,0,2001-2002,2,2
655,0.05,0.05,1,0.05,0,Jochen Kientz,0.05,1829,0,2001-2002,1,1
656,0,0,0,0,0,Gábor Király,0,2211,0,2001-2002,0,0
657,0.42,0.46,11,0.46,1,Ulf Kirsten,0.42,2131,0,2001-2002,10,10
658,0.23,0.12,1,0.23,0,Ivan Klasnić,0.12,777,1,2001-2002,1,2
659,0,0,0,0,0,Thomas Kleine,0,182,0,2001-2002,0,0
